client_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment,Customer_Segment,Cluster,Cluster_Name
1825,1,13515,549792.89,5,5,4,554,Champions,2,Cluster 2
1826,1,6816,100424.82,5,2,1,521,Recent / New Customers,0,Cluster 0
1827,1,10217,676019.58,5,3,4,534,Loyal Customers,2,Cluster 2
1830,1,10716,509622.51,5,4,4,544,Champions,2,Cluster 2
1833,2,3479,177521.48,1,1,1,111,Lost Customers,0,Cluster 0
1834,1,7537,339187.67,5,2,2,522,Recent / New Customers,0,Cluster 0
1837,2,8215,416586.97,1,3,3,133,At-Risk / High Spenders At Risk,0,Cluster 0
1840,1,13887,391998.31,5,5,3,553,Loyal Customers,2,Cluster 2
1842,1,12422,607374.04,5,4,4,544,Champions,2,Cluster 2
1843,1,19911,874280.04,5,5,5,555,Champions,2,Cluster 2
1844,1,9842,348771.55,5,3,2,532,Loyal Customers,0,Cluster 0
1846,1,6701,227310.44,5,2,1,521,Recent / New Customers,0,Cluster 0
1849,1,11156,465505.56,5,4,3,543,Loyal Customers,2,Cluster 2
1851,1,5791,569813.88,5,1,4,514,Recent / New Customers,0,Cluster 0
1852,1,17034,780478.74,5,5,5,555,Champions,2,Cluster 2
1853,1,7700,250233.72,5,2,1,521,Recent / New Customers,0,Cluster 0
1854,1,6338,508110.81,5,2,4,524,Recent / New Customers,0,Cluster 0
1855,1,8507,505323.69,5,3,4,534,Loyal Customers,2,Cluster 2
1856,1,8895,373823.02,5,3,2,532,Loyal Customers,0,Cluster 0
1857,1,11759,753750.24,5,4,5,545,Champions,2,Cluster 2
1858,1,7173,228902.57,5,2,1,521,Recent / New Customers,0,Cluster 0
1859,1,8459,399228.09,5,3,3,533,Loyal Customers,0,Cluster 0
1861,1,7688,501935.24,5,2,4,524,Recent / New Customers,2,Cluster 2
1862,1,4380,129073.66,5,1,1,511,Recent / New Customers,0,Cluster 0
1863,1,8987,631116.75,5,3,4,534,Loyal Customers,2,Cluster 2
1871,1,7560,415966.44,5,2,3,523,Recent / New Customers,0,Cluster 0
1872,2,9411,497395.22,1,3,4,134,At-Risk / High Spenders At Risk,2,Cluster 2
1873,1,20708,905714.95,5,5,5,555,Champions,2,Cluster 2
1874,1,8537,394397.64,5,3,3,533,Loyal Customers,0,Cluster 0
1875,1,7258,489665.81,5,2,3,523,Recent / New Customers,0,Cluster 0
1876,3,3474,250507.61,1,1,1,111,Lost Customers,0,Cluster 0
1877,1,13173,996405.76,5,4,5,545,Champions,2,Cluster 2
1879,520,3676,225153.88,1,1,1,111,Lost Customers,1,Cluster 1
1880,1,10728,473025.04,5,4,3,543,Loyal Customers,2,Cluster 2
1881,1,14774,350146.65,5,5,2,552,Loyal Customers,2,Cluster 2
1882,1,5322,443035.44,5,1,3,513,Recent / New Customers,0,Cluster 0
1885,1,18817,1006283.87,5,5,5,555,Champions,2,Cluster 2
1891,1,8761,359590.21,5,3,2,532,Loyal Customers,0,Cluster 0
1895,1,9757,402628.03,5,3,3,533,Loyal Customers,2,Cluster 2
1896,1,13360,448992.31,5,5,3,553,Loyal Customers,2,Cluster 2
1897,1,14059,739443.26,5,5,5,555,Champions,2,Cluster 2
1898,1,11387,592178.75,5,4,4,544,Champions,2,Cluster 2
1899,1,7285,215756.91,5,2,1,521,Recent / New Customers,0,Cluster 0
1901,1,12414,672332.24,5,4,4,544,Champions,2,Cluster 2
1902,1,9846,490742.41,5,3,3,533,Loyal Customers,2,Cluster 2
1903,1,12943,608998.02,5,4,4,544,Champions,2,Cluster 2
1904,1,15797,673222.89,5,5,4,554,Champions,2,Cluster 2
1905,3,4196,216675.2,1,1,1,111,Lost Customers,0,Cluster 0
1908,1,13672,1182793.67,5,5,5,555,Champions,2,Cluster 2
1909,1,19150,484461.09,5,5,3,553,Loyal Customers,2,Cluster 2
1910,1,18343,656744.75,5,5,4,554,Champions,2,Cluster 2
1913,1,10022,541857.78,5,3,4,534,Loyal Customers,2,Cluster 2
1915,1,13709,942134.66,5,5,5,555,Champions,2,Cluster 2
1916,1,6759,312282.01,5,2,2,522,Recent / New Customers,0,Cluster 0
1917,1,12148,824572.04,5,4,5,545,Champions,2,Cluster 2
1918,1,7082,403894.23,5,2,3,523,Recent / New Customers,0,Cluster 0
1919,1,12280,683375.84,5,4,4,544,Champions,2,Cluster 2
1920,1,15882,854121.82,5,5,5,555,Champions,2,Cluster 2
1921,1,7712,404701.46,5,2,3,523,Recent / New Customers,0,Cluster 0
1923,1,8349,379599.8,5,3,3,533,Loyal Customers,0,Cluster 0
1926,1,9333,347692.76,5,3,2,532,Loyal Customers,0,Cluster 0
1928,1,9533,553948.43,5,3,4,534,Loyal Customers,2,Cluster 2
1931,1,14633,1059446.45,5,5,5,555,Champions,2,Cluster 2
1936,1,10134,484368.77,5,3,3,533,Loyal Customers,2,Cluster 2
1937,1,9553,627216.46,5,3,4,534,Loyal Customers,2,Cluster 2
1940,1,8733,245260.46,5,3,1,531,Loyal Customers,0,Cluster 0
1941,1,17480,724348.1,5,5,5,555,Champions,2,Cluster 2
1942,1,5532,53855.53,5,1,1,511,Recent / New Customers,0,Cluster 0
1944,1,10040,463596.62,5,3,3,533,Loyal Customers,2,Cluster 2
1945,1,4627,229205.8,5,1,1,511,Recent / New Customers,0,Cluster 0
1946,1,9181,339760.48,5,3,2,532,Loyal Customers,0,Cluster 0
1954,1,9983,803911.57,5,3,5,535,Loyal Customers,2,Cluster 2
1955,1,12770,501598.93,5,4,4,544,Champions,2,Cluster 2
1956,1,7121,256129.11,5,2,1,521,Recent / New Customers,0,Cluster 0
1957,2465,2661,298895.39,1,1,2,112,Lost Customers,1,Cluster 1
1958,1,8626,330031.02,5,3,2,532,Loyal Customers,0,Cluster 0
1959,1,4827,492257.17,5,1,3,513,Recent / New Customers,0,Cluster 0
1962,1,11210,633151.89,5,4,4,544,Champions,2,Cluster 2
1964,1,10516,450438.03,5,4,3,543,Loyal Customers,2,Cluster 2
1966,1,20906,734857.57,5,5,5,555,Champions,2,Cluster 2
1967,2,11255,455334.88,1,4,3,143,At-Risk / High Spenders At Risk,2,Cluster 2
1969,1,17858,932857.82,5,5,5,555,Champions,2,Cluster 2
1971,1,9328,405605.69,5,3,3,533,Loyal Customers,2,Cluster 2
1972,1,8579,203587.66,5,3,1,531,Loyal Customers,0,Cluster 0
1973,1,4674,323773.98,5,1,2,512,Recent / New Customers,0,Cluster 0
1975,1,6898,321551.44,5,2,2,522,Recent / New Customers,0,Cluster 0
1976,1,11326,819952.37,5,4,5,545,Champions,2,Cluster 2
1977,1,11752,355347.61,5,4,2,542,Loyal Customers,2,Cluster 2
1979,1,4839,391908.78,5,1,3,513,Recent / New Customers,0,Cluster 0
1980,2,4872,301607.57,1,1,2,112,Lost Customers,0,Cluster 0
1981,2,5009,330554.3,1,1,2,112,Lost Customers,0,Cluster 0
1983,1,10771,670464.83,5,4,4,544,Champions,2,Cluster 2
1985,1,18313,268880.91,5,5,1,551,Loyal Customers,2,Cluster 2
1986,1,6682,413552.98,5,2,3,523,Recent / New Customers,0,Cluster 0
1987,1370,4311,246210.43,1,1,1,111,Lost Customers,1,Cluster 1
1992,1,15161,495557.3,5,5,4,554,Champions,2,Cluster 2
1993,1,8081,611368.8,5,2,4,524,Recent / New Customers,2,Cluster 2
1994,1,8473,491674.77,5,3,3,533,Loyal Customers,2,Cluster 2
1995,1,11324,469576.38,5,4,3,543,Loyal Customers,2,Cluster 2
1996,1,6999,398669.81,5,2,3,523,Recent / New Customers,0,Cluster 0
1997,1,10011,659551.87,5,3,4,534,Loyal Customers,2,Cluster 2
1998,1,3730,94110.47,5,1,1,511,Recent / New Customers,0,Cluster 0
